A&E Design Hans Ehrich Tom Ahlström	1993  870.0,370.0
Dieter Roth	1973  492.0,651.0
Dieter Roth	1973  470.0,325.0
Dieter Roth	1973  490.0,652.0
Dieter Roth	1973  491.0,693.0
Dieter Roth	1973  490.0,651.0
Dieter Roth	1969  229.0,170.0
Dieter Roth	1973  491.0,651.0
Dieter Roth	1975  244.0,507.0
Dieter Roth	1971  228.0,170.0
Dieter Roth	1973  491.0,692.0
Dieter Roth	1973  490.0,691.0
Dieter Roth	1973  493.0,683.0
Dieter Roth	1972  230.0,170.0
Dieter Roth	1979  943.0,662.0
Dieter Roth	1976  226.0,255.0
Dieter Roth	1971  655.0,929.0
Dieter Roth Gorgona artists group	1966  211.0,194.0
Dieter Roth Ingrid Wiener	1984  514.0,718.0
Dietmar Lemke	1961  483.0,660.0
Dietrich Sayler	1969  1000.0,750.0
Dieudonne Cedor	1947  245.0,202.0
Dimitri Hadzi	1961  523.0,718.0
Dinora (Doudtchitsky)	1963  380.0,484.0
Disney Studios	1937  220.0,266.0
Disney Studios	1939  230.0,281.0
Do Ho Suh	1999  890.0,1196.0
Do Ho Suh	2000  610.0,908.0
Do Ho Suh	2010  2770.0,1549.0
Dolf Rieser	1939  224.0,165.0
Dominic Thorburn	2000  593.0,420.0
Dominik Steiger	2001  470.0,315.0
Dominique Gonzalez-Foerster	2007  420.0,467.0
Dominique Gonzalez-Foerster	6722  570.0,400.0
Dominique Perrault Architecture Paris Dominique Perrault	1997  280.0,432.0
Don Eddy	1972  617.0,784.0
Don Nice	1976  203.0,203.0
Don Nice	1972  638.0,994.0
Don Wallance	1956 a19.4 )
Don Wallance	1956 a15.3 )
Dona Ann McAdams	1986  280.0,257.0
Donald Ashcraft	1953  331.0,386.0
Donald Baechler	1986  509.0,354.0
Donald Baechler	1986  509.0,355.0
Donald Baechler	1986  510.0,355.0
Donald Baechler	1986  509.0,353.0
Donald Baechler	1990  665.0,483.0
Donald Baechler	1995  760.0,566.0
Donald Baechler	1998  748.0,552.0
Donald Judd	1988  600.0,800.0
Donald Judd	1969  776.0,559.0
Donald Judd	1967 a22.8 ) 
Donald Judd	1960  769.0,558.0
Donald Judd	1961  776.0,559.0
Donald Judd	1974  560.0,757.0
Donald Judd	1974  1063.0,781.0
Donald Judd	1974  781.0,1063.0
Donald Judd	1968  524.0,640.0
Donald Judd	1961  560.0,776.0
Donald Judd	1968  673.0,543.0
Donald Judd	1961  559.0,775.0
Donald Judd	1990  599.0,798.0
Donald Judd	1969  778.0,560.0
Donald Judd	1969  775.0,558.0
Donald Saff	1964  706.0,602.0
Donald Sultan	1990  530.0,379.0
Donald Sultan	2000  610.0,470.0
Donald Sultan	3015  2464.0,2470.0
Donald Sultan	1989  320.0,251.0
Dongkuk S. Ahn	1963  568.0,758.0
Doris Kreindler	1964  565.0,760.0
Dorit Margreiter	2002  470.0,315.0
Doron Rabinovici	2000  470.0,315.0
Dorothea Rockburne	1972  1010.0,764.0
Dorothea Rockburne	1982  1041.0,838.0
Dorothea Tanning	1962  312.0,257.0
Dorothea Tanning	1950  502.0,325.0
Dorothea Tanning	1947  240.0,203.0
Dorothea Tanning	1950  504.0,324.0
Dorothea Tanning	1950  505.0,323.0
Dorothea Tanning	1950  504.0,325.0
Dorothea Tanning	1963  370.0,253.0
Dorothy Dehner	1953  497.0,379.0
Dorothy Dehner	1954  280.0,376.0
Dorothy Dehner	1969  368.0,127.0
Dorothy Dehner	1958  214.0,574.0
Dorothy Dehner	1956  217.0,568.0
Dorothy Dehner	1953  255.0,572.0
Dorothy Dehner	1958  214.0,564.0
Dorothy Dehner	1958  215.0,572.0
Dorothy Dehner	1953  165.0,198.0
Dorothy Dehner	1953  250.0,342.0
Dorothy Dehner	1952  253.0,330.0
Dorothy Dehner	1953  354.0,278.0
Dorothy Dehner	1954  378.0,457.0
Dorothy Dehner	1954  304.0,283.0
Dorothy Dehner	1953  282.0,329.0
Dorothy F. Markle Harry C. Markle	1946  254.0,38.0
Dorr Bothwell	1947  295.0,374.0
Dotty Attie	1989  158.0,153.0
Doug Aitken	1999  510.0,395.0
Doug Aitken	2008  196.0,226.0
Doug Edge	1970  562.0,721.0
Douglas Davis	1976  203.0,133.0
Douglas Gordon	2722  570.0,400.0
Douglas Gordon	1997  250.0,210.0
Douglas Gordon	1984  216.0,146.0
Douglas Gordon	2003 "19:11 min. 14:44 min. (on large screens) 21:58 min. (on monitor)
Douglas Huebler	1970  279.0,215.0
Douglas Huebler	1968  254.0,203.0
Douglas Huebler	1971  280.0,216.0
Douglas Huebler	1969  190.0,195.0
Douglas Huebler	1971  458.0,609.0
Douglas Huebler	1971  280.0,218.0
Douglas Huebler	1968  270.0,212.0
Douglas Huebler	1970  296.0,420.0
Douglas Huebler	1971  296.0,420.0
Douglas Huebler	1972  296.0,420.0
Douglas Huebler	1971  282.0,218.0
Douglas Huebler	1973  296.0,420.0
Douglas Huebler	1970  111.0,165.0
Douglas Huebler	1971  216.0,184.0
Douglas Huebler	1969  890.0,685.0
Dr. Gerfried Sperl Rainald Schumacher	2115  470.0,314.0
Drain-Dri Co. San Francisco CA	1940  13.0,102.0
Dryden Goodwin	2000  248.0,305.0
Dunne & Raby Anthony Dunne Fiona Raby	2009  400.0,400.0
Durvis	1616  275.0,182.0
Durvis	1887  275.0,182.0
Durvis	1886  275.0,182.0
Démétrius Emmanuel Galanis	1939  50.0,45.0
Démétrius Emmanuel Galanis	1939  68.0,165.0
Démétrius Emmanuel Galanis	1924  366.0,275.0
Dóra Maurer	1979  699.0,1001.0
Dóra Maurer	1970  693.0,497.0
E. A. Brylov	1940  292.0,220.0
E. A. Wéry	1897  300.0,407.0
E. Anger Lisa Pasedag	1519  308.0,232.0
E. McKnight Kauffer	1912  420.0,265.0
E. McKnight Kauffer	1919  756.0,1143.0
E. Powis Jones	1953  302.0,393.0
E. Powis Jones	1958  401.0,441.0
E. V. Day	1999  610.0,459.0
ERO (Dominique Philbert)	1987  270.0,337.0
Earl S. Tupper	1946  165.0,168.0
Earl S. Tupper	1945  70.0,80.0
Earl S. Tupper	1954 a7.5 ) 
Earl S. Tupper	1945 a11.1 ) 
Eberhard Eggers	1964  492.0,340.0
Eberhard Eggers	1966  342.0,441.0
Eberhard Eggers	1967  594.0,424.0
Eberhard Schlotter	1966  787.0,651.0
Eberhard Viegener Bruno Beye Jerzy von Hulewicz A. Krapp Otto Freundlich Richard Bampi	1318  308.0,232.0
Ed Baynard	1979  916.0,562.0
Ed Moses	1968  337.0,422.0
Ed Moses	1993  350.0,306.0
Ed Moses	1989  304.0,262.0
Ed Moses	1968  380.0,484.0
Ed Moses	1968  338.0,421.0
Ed Moses	1968  344.0,432.0
Ed Moses	1968  337.0,426.0
Ed Sommer	1969  296.0,420.0
Edda Renouf	1974  467.0,456.0
Edgar Arceneaux	2009  1600.0,2311.0
Edgar Honetschläger	1222  470.0,315.0
Edgard Tytgat	1925  331.0,432.0
Edgard Tytgat	1949  320.0,250.0
Edith Behring	1973  755.0,559.0
Edmond-François Aman Jean	1897  429.0,572.0
Edmond-François Aman Jean	1898  468.0,644.0
Edmund de Waal	2015  500.0,377.0
Edouard-Léon-Louis Edy-Legrand	1930  290.0,225.0
Eduardo A. MacEntyre	1973  759.0,565.0
Eduardo Arroyo	1970  690.0,501.0
Eduardo Chillida	1972  657.0,508.0
Eduardo Chillida	1973  760.0,534.0
Eduardo Moll	1967  422.0,338.0
Eduardo Paolozzi	1970  580.0,395.0
Eduardo Paolozzi	1965  960.0,657.0
Eduardo Paolozzi	1965  960.0,660.0
Eduardo Paolozzi	1965  965.0,661.0
Eduardo Paolozzi	1962  290.0,208.0
Eduardo Paolozzi	1965  254.0,380.0
Eduardo Paolozzi	1956  375.0,286.0
Eduardo Paolozzi	1965  380.0,254.0
Eduardo Paolozzi	1967  380.0,252.0
Eduardo Paolozzi	1967 composition (see child records): dimensions vary; sheet (see child records): dimensions vary
Eduardo Paolozzi	1967  252.0,380.0
Eduardo Paolozzi	1967  250.0,142.0
Eduardo Paolozzi	1967  230.0,252.0
Eduardo Paolozzi	1965  362.0,235.0
Eduardo Paolozzi	1963  888.0,587.0
Eduardo Paolozzi	1962  635.0,508.0
Eduardo Paolozzi	1973  770.0,564.0
Eduardo Paolozzi	1970  189.0,154.0
Eduardo Paolozzi	1970  395.0,580.0
Eduardo Vilches	1968  489.0,766.0
Eduardo Vilches	1967  479.0,732.0
Eduardo Vilches	1967  546.0,567.0
Edvard Munch	1896  503.0,654.0
Edvard Munch	1896  557.0,448.0
Edvard Munch	1896  499.0,303.0
Edvard Munch	1896  616.0,478.0
Edvard Munch	1895  342.0,479.0
Edvard Munch	1896  662.0,502.0
Edvard Munch	1894  378.0,555.0
Edvard Munch	1896  506.0,664.0
Edvard Munch	1927  638.0,475.0
Edvard Munch	1930  627.0,381.0
Edvard Munch	1920  377.0,495.0
Edvard Munch	1906  644.0,481.0
Edvard Munch	1897  211.0,322.0
Edvard Munch	1907  228.0,143.0
Edvard Munch	1898  513.0,569.0
Edvard Munch	1899  413.0,496.0
Edvard Munch	1899  493.0,649.0
Edvard Munch	1895  438.0,495.0
Edvard Munch	1896  467.0,535.0
Edvard Munch	1930  419.0,505.0
Edvard Munch	1906  324.0,254.0
Edvard Munch	1902  529.0,857.0
Edvard Munch	1908  531.0,423.0
Edvard Munch	1902  520.0,658.0
Edvard Munch	1912  642.0,454.0
Edvard Munch	1897  277.0,364.0
Edvard Munch	1899  497.0,703.0
Edvard Munch	1908  421.0,531.0
Edvard Munch	1908  411.0,317.0
Edvard Munch	1899  222.0,473.0
Edvard Munch	1902  842.0,587.0
Edvard Munch	1908  416.0,311.0
Edvard Munch	1908  383.0,531.0
Edvard Munch	1908  371.0,628.0
Edvard Munch	1908  314.0,526.0
Edvard Munch	1908  298.0,188.0
Edvard Munch	1896  703.0,494.0
Edvard Munch	1895  457.0,345.0
Edvard Munch	1894  441.0,601.0
Edvard Munch	1910  622.0,527.0
Edvard Munch	1928  754.0,495.0
Edvard Munch	1894  477.0,337.0
Edvard Munch	1903  812.0,581.0
Edvard Munch	1895  558.0,441.0
Edvard Munch	1897  610.0,600.0
Edvard Munch	1896  571.0,431.0
Edvard Munch	1899  677.0,834.0
Edvard Munch	1899  435.0,594.0
Edvard Munch	1902  468.0,604.0
Edvard Munch	1895  583.0,430.0
Edvard Munch	1896  249.0,370.0
Edvard Munch	1895  436.0,590.0
Edvard Munch	1899  609.0,782.0
Edvard Munch	1896  430.0,533.0
Edvard Munch	1896  298.0,200.0
Edvard Munch	1896  612.0,753.0
Edvard Munch	1896  490.0,400.0
Edvard Munch	1897  468.0,368.0
Edvard Munch	1894  337.0,481.0
Edvard Munch	1895  479.0,641.0
Edvard Munch	1902  474.0,312.0
Edvard Munch	1894  481.0,344.0
Edvard Munch	1895  525.0,403.0
Edvard Munch	1897  395.0,299.0
Edvard Munch	1895  856.0,593.0
Edvard Munch	1907  142.0,227.0
Edvard Munch	1896  428.0,576.0
Edvard Munch	1895  569.0,701.0
Edvard Munch	1896  406.0,528.0
Edward Colker	1950  156.0,497.0
Edward Countey	1948  449.0,502.0
Edward Fitzgerald	1968  263.0,184.0
Edward Gordon Craig	1920  232.0,173.0
Edward Gordon Craig	1908  409.0,265.0
Edward Gordon Craig	1906  213.0,170.0
Edward Hopper	1923  361.0,449.0
Edward Hopper	1923  338.0,419.0
Edward Hopper	1921  345.0,397.0
Edward Hopper	1920  282.0,322.0
Edward Hopper	1920  340.0,459.0
Edward Hopper	1922  340.0,426.0
Edward Hopper	1923  311.0,380.0
Edward Hopper	1922  340.0,427.0
Edward Hopper	1920  283.0,315.0
Edward Hopper	1921  240.0,286.0
Edward Hopper	1920  340.0,390.0
Edward Hopper	1923  345.0,394.0
Edward Hopper	1922  340.0,413.0
Edward Hopper	1922  342.0,409.0
Edward Kienholz	1983  610.0,462.0
Edward Kienholz	1965  1220.0,915.0
Edward Ruscha	1969  302.0,273.0
Edward Ruscha	1970  410.0,512.0
Edward Ruscha	1988  1340.0,950.0
Edward Ruscha	2008  437.0,588.0
Edward Ruscha	1972  510.0,686.0
Edward Ruscha	1970  410.0,510.0
Edward Ruscha	1970  583.0,809.0
Edward Ruscha	1970  587.0,808.0
Edward Ruscha	1970  585.0,810.0
Edward Ruscha	1970  586.0,810.0
Edward Ruscha	1964  298.0,267.0
Edward Ruscha	1974  459.0,664.0
Edward Ruscha	1966  651.0,1015.0
Edward Ruscha	1968  444.0,1126.0
Edward Ruscha	1969  302.0,344.0
Edward Ruscha	1969  300.0,342.0
Edward Ruscha	1969  484.0,715.0
Edward Ruscha	1962  280.0,216.0
Edward Ruscha	1992  305.0,305.0
Edward Ruscha	1960  276.0,216.0
Edward Ruscha	1962  444.0,352.0
Edward Ruscha	2004  321.0,303.0
Edward Ruscha	1988  504.0,405.0
Edward Ruscha	1974  511.0,663.0
Edward Ruscha	1962  443.0,354.0
Edward Ruscha	1989  230.0,280.0
Edward Ruscha	1989  230.0,281.0
Edward Ruscha	1989  230.0,279.0
Edward Ruscha	1989  230.0,278.0
Edward Ruscha	1962  510.0,377.0
Edward Ruscha	1974  418.0,664.0
Edward Ruscha	1970  511.0,711.0
Edward Ruscha	1970  190.0,152.0
Edward Ruscha	1963  178.0,140.0
Edward Ruscha	1966  181.0,143.0
Edward Ruscha	1967  252.0,202.0
Edward Ruscha	1968  178.0,140.0
Edward Ruscha	1969  222.0,150.0
Edward Ruscha	1970  178.0,140.0
Edward Ruscha	1962  1067.0,711.0
Edward Ruscha	1971  178.0,140.0
Edward Ruscha	1972  178.0,140.0
Edward Ruscha	1974  460.0,565.0
Edward Ruscha	1974  799.0,597.0
Edward Ruscha	1969  433.0,611.0
Edward Ruscha	1969  435.0,610.0
Edward Ruscha	1969  166.0,814.0
Edward Ruscha	1969  242.0,814.0
Edward Ruscha	1969  180.0,307.0
Edward Ruscha	1992  305.0,302.0
Edward Ruscha	1969  178.0,507.0
Edward Ruscha	1969  435.0,611.0
Edward Ruscha	1969  434.0,611.0
Edward Ruscha	2003  446.0,738.0
Edward Ruscha	1969  237.0,560.0
Edward Ruscha	1969  353.0,388.0
Edward Ruscha	1969  245.0,307.0
Edward Ruscha	1969  246.0,306.0
Edward Ruscha Mason Williams	1969  651.0,1016.0
Edward Ruscha Mason Williams Patrick Blackwell	1967  237.0,162.0
Edwin Scharff	1919  275.0,217.0
Edwin Scharff	1918  280.0,211.0
Edwin Scharff	1919  475.0,655.0
Edwin Scharff	1918  377.0,288.0
Edwin Scharff Renatus Kuno	1919  275.0,217.0
Edwin Schlossberg	2014  286.0,362.0
Edwin Schlossberg	1968  187.0,250.0
Eero Aarnio	1968 a30.5 ) 
Egon Schiele	1910  368.0,318.0
Egon Schiele	1918  637.0,483.0
Egon Schiele	1918  540.0,398.0
Egon Schiele	1914  353.0,502.0
Egon Schiele	1914  664.0,484.0
Egon Schiele	1914  220.0,177.0
Egon Schiele	1914  198.0,180.0
Egon Schiele	1914  188.0,172.0
Egon Schiele	3016  308.0,232.0
Egon Schiele	1914  664.0,483.0
Egon Schiele	1916  308.0,232.0
Eichinger oder Knechtl	2418  470.0,315.0
Eileen Gray	1927 a50.8 ) 
Ekaterina Turova	1918  198.0,150.0
Ekaterina Turova	1918  201.0,150.0
Ekaterina Turova	1918  205.0,151.0
Ekco Products Co. Chicago IL	1940 a35.2 )
El Anatsui	2012  1230.0,1350.0
El Lissitzky	1920  533.0,454.0
El Lissitzky	1920  342.0,447.0
El Lissitzky	1920  445.0,355.0
El Lissitzky	1922  198.0,138.0
El Lissitzky	1920  354.0,440.0
El Lissitzky	1923  335.0,228.0
El Lissitzky	1920  343.0,442.0
El Lissitzky	1919  222.0,363.0
El Lissitzky	1922  278.0,225.0
El Lissitzky	1920  460.0,360.0
El Lissitzky	1920  450.0,342.0
El Lissitzky	1920  460.0,358.0
El Lissitzky	1922  208.0,130.0
El Lissitzky	1923  187.0,125.0
El Lissitzky	1925  262.0,206.0
El Lissitzky	1920  533.0,455.0
El Lissitzky	1923  245.0,168.0
El Lissitzky	1927  206.0,137.0
El Lissitzky	1920  342.0,445.0
El Lissitzky	1927  111.0,137.0
El Lissitzky	1919  248.0,192.0
El Lissitzky	1916  230.0,184.0
El Lissitzky	1922  214.0,139.0
El Lissitzky	1929  301.0,230.0
El Lissitzky	1928  285.0,212.0
El Lissitzky	1928  170.0,121.0
El Lissitzky	1923  273.0,198.0
El Lissitzky	1917  231.0,280.0
El Lissitzky	1919  155.0,116.0
El Lissitzky	1920  533.0,457.0
El Lissitzky	1919  110.0,147.0
El Lissitzky	1913  600.0,441.0
El Lissitzky	1913  604.0,443.0
El Lissitzky	1913  441.0,603.0
El Lissitzky	1913  602.0,437.0
El Lissitzky	1913  603.0,441.0
El Lissitzky	1913  600.0,439.0
El Lissitzky	1917  225.0,282.0
El Lissitzky	1920  533.0,452.0
El Lissitzky	1920  343.0,447.0
El Lissitzky	1920  454.0,357.0
El Lissitzky	1922  278.0,219.0
El Lissitzky	1920  343.0,455.0
El Lissitzky	1930  290.0,227.0
El Lissitzky	1922  221.0,151.0
El Lissitzky	1920  535.0,454.0
El Lissitzky	1920  356.0,454.0
El Lissitzky	1935  370.0,280.0
El Lissitzky	1916  234.0,192.0
El Lissitzky Jan Tschichold	1929  295.0,205.0
El Lissitzky Kazimir Malevich	1919  229.0,175.0
El Lissitzky Solomon Telingater	1927  177.0,129.0
El Lissitzky Sophie Lissitsky	1934  305.0,229.0
El Lissitzky Sophie Lissitsky	1934  418.0,295.0
El'brus Gutnov N. Spirov Solomon Telingater	1931  264.0,188.0
Elaine Reichek	2006  800.0,599.0
Elaine de Kooning	1984 a45.5 ) 
Elaine de Kooning	1967  304.0,228.0
Elaine de Kooning	1985  510.0,663.0
Elaine de Kooning	1985  781.0,1126.0
Eldzier Cortor	1974  762.0,561.0
Eleanor Antin	2009  305.0,305.0
Eleanore Mikus	1968  523.0,353.0
Eleanore Mikus	1968  866.0,612.0
Eleanore Mikus	1968  815.0,589.0
Eleanore Mikus	1968  865.0,612.0
Eleanore Mikus	1968  829.0,587.0
Eleanore Mikus	1968  813.0,585.0
Eleanore Mikus	1968  840.0,584.0
Eleanore Mikus	1968  812.0,584.0
Eleanore Mikus	1968  516.0,355.0
Eleanore Mikus	1968  459.0,353.0
Eleanore Mikus	1968  691.0,1535.0
Eleanore Mikus	1968  915.0,615.0
Eleanore Mikus	1968  2115.0,747.0
Eleanore Mikus	1968  2096.0,736.0
Eleanore Mikus	1968  459.0,358.0
Eleanore Mikus	1968  1828.0,616.0
Eleanore Mikus	1968  459.0,356.0
Eleanore Mikus	1968  484.0,840.0
Eleanore Mikus	1968  461.0,363.0
Eleanore Mikus	1968  867.0,585.0
Eleanore Mikus	1968  865.0,588.0
Eleanore Mikus	1968  585.0,920.0
Eleanore Mikus	1968  906.0,597.0
Eleanore Mikus	1968  862.0,612.0
Eleanore Mikus	1968  657.0,488.0
Eleanore Mikus	1968  813.0,587.0
Eleanore Mikus	1968  715.0,462.0
Elfi Schuselka	1973  433.0,553.0
Elias Friedensohn	1962  512.0,382.0
Elias Friedensohn	1962  386.0,514.0
Elie Nadelman	1951  252.0,183.0
Elie Nadelman	1915  299.0,546.0
Elie Nadelman	1951 plate (see child records): dimensions vary; sheet (see child records): dimensions vary
Elie Nadelman	1951  228.0,159.0
Elie Nadelman	1951  200.0,152.0
Elie Nadelman	1951  230.0,157.0
Elie Nadelman	1951  151.0,228.0
Elie Nadelman	1951  259.0,293.0
Elie Nadelman	1951  324.0,118.0
Elie Nadelman	1951  355.0,229.0
Elie Nadelman	1951  356.0,228.0
Elie Nadelman	1951  325.0,118.0
Elie Nadelman	1951  227.0,152.0
Elie Nadelman	1951  356.0,229.0
Elie Nadelman	1951  228.0,152.0
Elie Nadelman	1951  252.0,182.0
Elie Nadelman	1951  248.0,229.0
Elie Nadelman	1951  228.0,157.0
Elie Nadelman	1951  403.0,320.0
Elie Nadelman	1951  227.0,159.0
Elie Nadelman	1951  251.0,183.0
Elie Nadelman	1897  264.0,410.0
Elie Nadelman	1905  242.0,162.0
Elie Nadelman	1905  273.0,406.0
Elie Nadelman	1951  289.0,210.0
Eliot Noyes Industrial Design Gordon Bruce Allen Hawthorne	1977  25.0,143.0
Elise (Elise Seeds Armitage)	1933  331.0,254.0
Elise (Elise Seeds Armitage)	1933  452.0,334.0
Elizabeth Catlett	1975  460.0,383.0
Elizabeth Catlett	1992  554.0,465.0
Elizabeth Catlett	1946  350.0,254.0
Elizabeth Catlett	1986  1208.0,801.0
Elizabeth Catlett	1969  1040.0,779.0
Elizabeth Catlett	1952  470.0,481.0
Elizabeth Murray	1980  965.0,660.0
Elizabeth Murray	1997  397.0,413.0
Elizabeth Murray	1993  1038.0,855.0
Elizabeth Murray	1993  324.0,248.0
Elizabeth Murray	1992  1467.0,727.0
Elizabeth Murray	1988  1322.0,923.0
Elizabeth Murray	1988  1041.0,1289.0
Elizabeth Murray	1998  559.0,457.0
Elizabeth Murray	1986  570.0,790.0
Elizabeth Murray	1994  382.0,288.0
Elizabeth Murray	1991  340.0,257.0
Elizabeth Murray	1991  340.0,259.0
Elizabeth Murray	1996  730.0,675.0
Elizabeth Murray	1984  1486.0,919.0
Elizabeth Murray	2000  510.0,425.0
Elizabeth Murray	1982  1233.0,806.0
Elizabeth Murray	1980  460.0,362.0
Elizabeth Murray	1980  460.0,358.0
Elizabeth Murray	1980  460.0,360.0
Elizabeth Murray	1998  873.0,1010.0
Elizabeth Murray	1980  560.0,456.0
Elizabeth Murray	1980  560.0,455.0
Elizabeth Murray	1987  1214.0,806.0
Elizabeth Murray	1980  752.0,584.0
Elizabeth Murray	2001  742.0,873.0
Elizabeth Murray	2003  701.0,625.0
Elizabeth Murray	1994  1576.0,1279.0
Elizabeth Murray	1984  714.0,1045.0
Elizabeth Murray	1994  428.0,390.0
Elizabeth Murray	1995  324.0,267.0
Elizabeth Murray	1995  426.0,391.0
Elizabeth Murray	1999  470.0,737.0
Elizabeth Murray	2001  1143.0,1143.0
Elizabeth Murray	2005  711.0,889.0
Elizabeth Murray	2004  398.0,500.0
Elizabeth Murray	2004  375.0,275.0
Elizabeth Murray	1995  424.0,391.0
Elizabeth Murray	1995  323.0,267.0
Elizabeth Murray	1995  423.0,380.0
Elizabeth Murray	1990  210.0,146.0
Elizabeth Murray	1989  210.0,146.0
Elizabeth Murray	2006  723.0,679.0
Elizabeth Murray	1994  383.0,288.0
Elizabeth Murray	1988  289.0,225.0
Elizabeth Murray	1988  289.0,224.0
Elizabeth Murray	1988  290.0,224.0
Elizabeth Murray	1988  291.0,223.0
Elizabeth Murray	1988  288.0,223.0
Elizabeth Murray	1988  288.0,224.0
Elizabeth Murray	1988  287.0,220.0
Elizabeth Murray	1988  289.0,223.0
Elizabeth Murray	1988  280.0,225.0
Elizabeth Peyton	2000  610.0,480.0
Elizabeth Peyton	2002  435.0,360.0
Elizabeth Peyton	2003  498.0,400.0
Elke Krystufek	1998  470.0,630.0
Ellen Gallagher	2005  330.0,248.0
Ellen Gallagher	2005  330.0,267.0
Ellen Gallagher	2005  330.0,254.0
Ellen Gallagher	2005  2134.0,4242.0
Ellen Gallagher	2003  343.0,266.0
Ellen Gallagher	2005  330.0,260.0
Ellen Gallagher	2005  305.0,241.0
Ellen Gallagher	2000  495.0,403.0
Ellen Gallagher	2005  330.0,241.0
Ellen Gallagher	2000  348.0,238.0
Ellen Gallagher	2005  330.0,257.0
Ellen Gallagher	1997  1359.0,1079.0
Ellen Gallagher	2004  90.0,185.0
Ellen Gallagher	2005  324.0,248.0
Ellen Gallagher	2000  573.0,457.0
Ellen Gallagher	2000  465.0,406.0
Ellen Gallagher	2000  762.0,622.0
Ellen Gallagher	2000  345.0,282.0
Ellen Gallagher	2000  500.0,400.0
Ellen Gallagher	2000  498.0,405.0
Ellen Gallagher	2000  894.0,642.0
Ellen Phelan	1990  376.0,275.0
Ellsworth Kelly	1965  1059.0,663.0
Ellsworth Kelly	1972  870.0,684.0
Ellsworth Kelly	1964  905.0,616.0
Ellsworth Kelly	1970  590.0,483.0
Ellsworth Kelly	1964  895.0,613.0
Ellsworth Kelly	1988  1310.0,5674.0
Ellsworth Kelly	1970  1080.0,762.0
Ellsworth Kelly	1964  899.0,616.0
Ellsworth Kelly	1964  902.0,613.0
Ellsworth Kelly	1964  895.0,616.0
Ellsworth Kelly	1984  1220.0,1271.0
Ellsworth Kelly	1964  899.0,635.0
Ellsworth Kelly	1970  881.0,1047.0
Ellsworth Kelly	1970  1045.0,912.0
Ellsworth Kelly	1970  915.0,875.0
Ellsworth Kelly	1970  894.0,921.0
Ellsworth Kelly	1970  951.0,957.0
Ellsworth Kelly	1970  1054.0,765.0
Ellsworth Kelly	1970  1078.0,760.0
Ellsworth Kelly	1979  803.0,713.0
Ellsworth Kelly	1992  430.0,315.0
Ellsworth Kelly	1965  895.0,611.0
Ellsworth Kelly	1965  891.0,605.0
Ellsworth Kelly	1974  935.0,913.0
Ellsworth Kelly	1976  1180.0,814.0
Ellsworth Kelly	1976  1166.0,815.0
Ellsworth Kelly	1976  1163.0,812.0
Ellsworth Kelly	1976  1155.0,802.0
Ellsworth Kelly	1976  821.0,783.0
Ellsworth Kelly	1976  813.0,793.0
Ellsworth Kelly	1976  808.0,782.0
Ellsworth Kelly	1976  812.0,780.0
Ellsworth Kelly	1976  806.0,783.0
Ellsworth Kelly	1976  815.0,783.0
Ellsworth Kelly	1976  1165.0,818.0
Ellsworth Kelly	1976  805.0,780.0
Ellsworth Kelly	1976  814.0,1165.0
Ellsworth Kelly	1976  1170.0,821.0
Ellsworth Kelly	1976  1181.0,826.0
Ellsworth Kelly	1976  1169.0,815.0
Ellsworth Kelly	1976  1160.0,815.0
Ellsworth Kelly	1976  1170.0,815.0
Ellsworth Kelly	1997  937.0,685.0
